"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"LEGO Star Wars II: The Original Trilogy","PS2","2006","Action","1.85","0.64","0.01","0.19","2.69","84.0","32.0","9.0","40.0","87","0.21423337899398",""
"Burnout 3: Takedown","PS2","2004","Racing","1.23","1.11","0","0.34","2.68","93.0","52.0","9.0","270.0","91.5","0.21343697238062",""
"Call Of Duty 2: Big Red One","PS2","2005","Shooter","1.48","0.92","0.01","0.26","2.67","77.0","39.0","8.2","69.0","79.5","0.21264056576726",""
"Tom Clancy's Splinter Cell","PS2","2003","Action","1.15","1.11","0","0.4","2.65","89.0","24.0","7.7","2.0","83","0.21104775254054",""
"Midnight Club: Street Racing","PS2","2000","Racing","2","0.47","0.02","0.14","2.63","78.0","8.0","7.8","20.0","78","0.20945493931382",""
"ESPN NFL 2K5","PS2","2004","Sports","2.15","0.12","0","0.36","2.62","90.0","37.0","8.2","84.0","86","0.20865853270046",""
"Harry Potter and the Chamber of Secrets","PS2","2002","Action","0.9","1.22","0.04","0.44","2.61","70.0","6.0","7.6","49.0","73","0.2078621260871",""
"NBA Live 2005","PS2","2004","Sports","2.03","0.21","0","0.35","2.59","84.0","20.0","8.0","44.0","82","0.20626931286038",""
"WWE SmackDown vs. RAW 2007","PS2","2006","Fighting","1.4","0.88","0.03","0.26","2.58","80.0","27.0","8.6","57.0","83","0.20547290624702",""
"Ratchet & Clank: Up Your Arsenal","PS2","2004","Platform","1.31","0.74","0.31","0.22","2.57","0.0","0.0","0.0","0.0","0","0.20467649963366",""
"Madden NFL 08","PS2","2007","Sports","2.14","0.08","0","0.35","2.57","78.0","0.0","7.8","7.0","78","0.20467649963366",""
"Crazy Taxi","PS2","2001","Racing","1.13","1.12","0.06","0.22","2.52","80.0","5.0","7.9","46.0","79.5","0.20069446656685",""
"PES 2009: Pro Evolution Soccer","PS2","2008","Sports","0.13","0.07","0.26","2.05","2.5","0.0","0.0","0.0","0.0","0","0.19910165334013",""
"Mortal Kombat: Deadly Alliance","PS2","2002","Fighting","1.81","0.52","0","0.15","2.49","79.0","30.0","8.8","96.0","83.5","0.19830524672677",""
"The Sims: Bustin' Out","PS2","2003","Simulation","1.07","1.19","0","0.18","2.43","80.0","26.0","8.4","42.0","82","0.19352680704661",""
"Dragon Ball Z: Budokai 2","PS2","2003","Fighting","1.63","0.22","0.51","0.06","2.41","66.0","28.0","8.2","92.0","74","0.19193399381989",""
"ATV Offroad Fury","PS2","2001","Racing","2.07","0.26","0","0.08","2.41","82.0","6.0","8.4","53.0","83","0.19193399381989",""
"Need for Speed: ProStreet","PS2","2007","Racing","0.69","0","0.04","1.68","2.41","62.0","0.0","6.2","34.0","62","0.19193399381989",""
"Guitar Hero","PS2","2005","Misc","1.67","0.61","0.03","0.07","2.38","90.0","65.0","8.7","73.0","88.5","0.18954477397981",""
"Yu-Gi-Oh! The Duelists of the Roses","PS2","2001","Misc","1.16","0.91","0","0.3","2.38","0.0","0.0","0.0","0.0","0","0.18954477397981",""
"The Incredibles","PS2","2004","Action","0.96","1.08","0.04","0.3","2.37","62.0","36.0","7.6","22.0","69","0.18874836736644",""
"Tony Hawk's Underground 2","PS2","2004","Sports","1.25","0.86","0.01","0.26","2.37","83.0","59.0","8.8","55.0","85.5","0.18874836736644",""
"WWE SmackDown vs Raw 2008","PS2","2007","Fighting","0.92","0","0.01","1.41","2.34","70.0","0.0","7.2","30.0","71","0.18635914752636",""
"Resident Evil - Code: Veronica X","PS2","2001","Action","1.08","0.7","0.34","0.21","2.34","84.0","20.0","8.4","89.0","84","0.18635914752636",""
"James Bond 007: Everything or Nothing","PS2","2004","Shooter","0.85","1.06","0.09","0.32","2.31","84.0","42.0","9.0","50.0","87","0.18396992768628",""
"FIFA Soccer 09","PS2","2008","Sports","0.38","0.07","0.01","1.82","2.28","82.0","8.0","6.9","20.0","75.5","0.1815807078462",""
"Onimusha 2: Samurai's Destiny","PS2","2002","Adventure","0.62","0.44","1.06","0.13","2.25","84.0","30.0","9.0","52.0","87","0.17919148800612",""
"Dance Dance Revolution X2","PS2","2009","Simulation","1.09","0.85","0","0.28","2.23","0.0","0.0","0.0","0.0","0","0.1775986747794",""
"Prince of Persia: The Sands of Time","PS2","2003","Action","0.88","1.03","0","0.31","2.22","92.0","44.0","8.8","204.0","90","0.17680226816604",""
"Devil May Cry 3: Dante's Awakening Special Edition","PS2","2006","Action","1.06","0.82","0.05","0.28","2.21","0.0","0.0","0.0","0.0","0","0.17600586155268",""
"ATV Offroad Fury 2","PS2","2002","Racing","1.92","0.2","0","0.06","2.18","82.0","26.0","8.9","28.0","85.5","0.17361664171259",""
"Dance Dance Revolution Extreme","PS2","2004","Simulation","1.04","0.81","0","0.27","2.13","77.0","26.0","9.0","20.0","83.5","0.16963460864579",""
"Need for Speed: Hot Pursuit 2","PS2","2002","Racing","1.68","0.31","0.02","0.09","2.11","89.0","30.0","8.5","92.0","87","0.16804179541907",""
"Dynasty Warriors 4","PS2","2003","Action","0.63","0.21","1.13","0.13","2.11","78.0","24.0","9.3","200.0","85.5","0.16804179541907",""
"Scooby-Doo! Night of 100 Frights","PS2","2002","Platform","1.17","0.72","0","0.22","2.1","0.0","0.0","0.0","0.0","0","0.16724538880571",""
"Devil May Cry 3: Dante's Awakening","PS2","2005","Action","0.99","0.63","0.29","0.19","2.09","84.0","60.0","9.0","202.0","87","0.16644898219235",""
"Finding Nemo","PS2","2003","Action","1.26","0.6","0.05","0.18","2.09","0.0","0.0","0.0","0.0","0","0.16644898219235",""
"Tetris Worlds","PS2","2002","Puzzle","1.11","0.71","0","0.27","2.08","44.0","7.0","6.2","0.0","53","0.16565257557899",""
"SoulCalibur II","PS2","2003","Fighting","1.06","0.62","0.13","0.25","2.06","92.0","40.0","8.8","20.0","90","0.16405976235227",""
"SOCOM: U.S. Navy SEALs: Combined Assault","PS2","2006","Shooter","1.74","0.02","0","0.28","2.04","72.0","38.0","9.0","34.0","81","0.16246694912555",""
"Peter Jackson's King Kong: The Official Game of the Movie","PS2","2005","Action","0.71","1.02","0","0.31","2.04","82.0","40.0","8.2","68.0","82","0.16246694912555",""
"NBA Live 2004","PS2","2003","Sports","1.57","0.18","0","0.27","2.03","86.0","9.0","7.7","40.0","81.5","0.16167054251219",""
"Spyro: Enter the Dragonfly","PS2","2002","Platform","0.74","0.95","0","0.28","1.97","56.0","20.0","4.0","95.0","48","0.15689210283202",""
"Devil May Cry 2","PS2","2003","Action","0.71","0.58","0.51","0.17","1.97","68.0","40.0","6.6","67.0","67","0.15689210283202",""
"Crash Nitro Kart","PS2","2003","Racing","0.74","1.01","0","0.2","1.95","69.0","24.0","7.7","59.0","73","0.1552992896053",""
"NBA Street Vol. 2","PS2","2003","Sports","1.69","0.2","0","0.06","1.95","90.0","30.0","8.8","70.0","89","0.1552992896053",""
"Def Jam Vendetta","PS2","2003","Fighting","0.95","0.74","0","0.25","1.94","80.0","33.0","8.9","40.0","84.5","0.15450288299194",""
"Dragon Ball Z: Budokai 3","PS2","2004","Fighting","1.09","0.15","0.65","0.04","1.94","77.0","32.0","8.9","37.0","83","0.15450288299194",""
"Tom Clancy's Ghost Recon","PS2","2002","Shooter","1.42","0.4","0","0.12","1.94","63.0","8.0","8.3","22.0","73","0.15450288299194",""
"X-Men Legends","PS2","2004","Role-Playing","1","0.72","0","0.21","1.93","79.0","48.0","8.5","69.0","82","0.15370647637858",""
"Red Faction","PS2","2001","Shooter","0.76","0.96","0","0.2","1.92","88.0","25.0","8.0","69.0","84","0.15291006976522",""
"MX Unleashed","PS2","2004","Racing","0.94","0.73","0","0.25","1.92","80.0","8.0","9.2","46.0","86","0.15291006976522",""
"Mortal Kombat: Deception","PS2","2004","Fighting","0.92","0.72","0","0.24","1.88","80.0","43.0","8.5","90.0","82.5","0.14972444331178",""
"Medal of Honor: European Assault (All Region sales)","PS2","2005","Shooter","0.89","0.69","0.09","0.21","1.88","0.0","0.0","0.0","0.0","0","0.14972444331178",""
"High School Musical: Sing It!","PS2","2007","Misc","0.47","0.08","0","1.33","1.87","0.0","0.0","0.0","0.0","0","0.14892803669842",""
"Dynasty Warriors 3","PS2","2001","Action","0.53","0.16","1.07","0.1","1.87","78.0","7.0","9.0","90.0","84","0.14892803669842",""
"Shrek 2","PS2","2004","Platform","1.12","0.69","0.03","0.02","1.86","70.0","32.0","8.5","24.0","77.5","0.14813163008506",""
"SingStar","PS2","2004","Misc","0","1.37","0","0.49","1.86","0.0","0.0","0.0","0.0","0","0.14813163008506",""
"NBA Live 2002","PS2","2001","Sports","0.91","0.71","0","0.24","1.86","70.0","6.0","7.4","8.0","72","0.14813163008506",""
"Jak 3","PS2","2004","Platform","1.33","0.49","0","0.03","1.85","84.0","55.0","8.6","246.0","85","0.1473352234717",""
"Gran Turismo Concept 2001 Tokyo","PS2","2001","Racing","0","1.1","0.42","0.33","1.84","0.0","0.0","0.0","0.0","0","0.14653881685834",""
"NCAA Football 06","PS2","2005","Sports","1.53","0.05","0","0.25","1.84","87.0","25.0","8.5","36.0","86","0.14653881685834",""
"Namco Museum","PS2","2001","Misc","1.73","0.07","0","0.02","1.82","72.0","9.0","6.0","5.0","66","0.14494600363162",""
"DDRMAX2: Dance Dance Revolution","PS2","2003","Simulation","1.05","0.59","0","0.18","1.81","82.0","27.0","8.2","0.0","82","0.14414959701826",""
"Virtua Fighter 4","PS2","2002","Fighting","0.78","0.44","0.56","0.04","1.81","94.0","36.0","8.0","84.0","87","0.14414959701826",""
"Sly 2: Band of Thieves","PS2","2004","Platform","0.88","0.69","0","0.23","1.81","88.0","64.0","9.0","78.0","89","0.14414959701826",""
"Guitar Hero: World Tour","PS2","2008","Misc","1","0.03","0","0.77","1.8","0.0","0.0","8.0","3.0","40","0.14335319040489",""
"Midnight Club II","PS2","2003","Racing","1.25","0.29","0","0.24","1.78","85.0","40.0","8.5","47.0","85","0.14176037717817",""
"The Getaway: Black Monday","PS2","2004","Action","0.39","1.01","0.02","0.36","1.78","57.0","53.0","7.6","47.0","66.5","0.14176037717817",""
"50 Cent: Bulletproof","PS2","2005","Action","0.85","0.76","0","0.16","1.77","47.0","20.0","6.6","29.0","56.5","0.14096397056481",""
"The SpongeBob SquarePants Movie","PS2","2004","Platform","1.06","0.54","0","0.16","1.76","75.0","5.0","9.0","54.0","82.5","0.14016756395145",""
"Def Jam: Fight for NY","PS2","2004","Fighting","0.86","0.67","0","0.22","1.76","83.0","46.0","8.9","73.0","86","0.14016756395145",""
"State of Emergency","PS2","2002","Action","0.86","0.67","0","0.22","1.76","70.0","34.0","5.7","33.0","63.5","0.14016756395145",""
"The Urbz: Sims in the City","PS2","2004","Simulation","0.52","0.95","0","0.29","1.76","70.0","25.0","8.2","24.0","76","0.14016756395145",""
"Star Wars: Starfighter","PS2","2001","Simulation","0.61","0.87","0.02","0.26","1.76","84.0","25.0","8.0","20.0","82","0.14016756395145",""
"Pro Evolution Soccer","PS2","2001","Sports","0.06","0.9","0.53","0.27","1.75","0.0","0.0","0.0","0.0","0","0.13937115733809",""
"Dance Dance Revolution X","PS2","2008","Simulation","0.85","0.66","0.01","0.22","1.75","55.0","6.0","6.2","6.0","58.5","0.13937115733809",""
"Xenosaga Episode I: Der Wille zur Macht","PS2","2002","Role-Playing","0.63","0.49","0.45","0.17","1.74","83.0","35.0","8.7","99.0","85","0.13857475072473",""
"SSX Tricky","PS2","2001","Sports","0.85","0.66","0","0.22","1.73","92.0","33.0","8.9","70.0","90.5","0.13777834411137",""
"Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City","PS2","2003","Action","0.85","0.66","0","0.22","1.72","0.0","0.0","0.0","0.0","0","0.13698193749801",""
"Call of Duty: World at War Final Fronts","PS2","2008","Shooter","0.61","0.18","0","0.94","1.72","0.0","0.0","0.0","0.0","0","0.13698193749801",""
"Star Ocean: Till The End of Time","PS2","2003","Role-Playing","0.8","0.21","0.55","0.15","1.72","80.0","55.0","7.7","34.0","78.5","0.13698193749801",""
"Ace Combat 5: The Unsung War","PS2","2004","Simulation","0.88","0.34","0.32","0.18","1.71","84.0","57.0","9.0","80.0","87","0.13618553088465",""
"FIFA Soccer 10","PS2","2009","Sports","0.23","0.24","0","1.23","1.7","0.0","0.0","8.4","9.0","42","0.13538912427129",""
"NCAA Football 07","PS2","2006","Sports","1.41","0.05","0","0.23","1.7","87.0","8.0","8.6","23.0","86.5","0.13538912427129",""
"SOCOM 3: U.S. Navy SEALs","PS2","2005","Shooter","1.22","0.34","0.04","0.1","1.69","82.0","59.0","8.8","64.0","85","0.13459271765793",""
"World Championship Poker: Featuring Howard Lederer - All In","PS2","2006","Misc","0.82","0.64","0","0.22","1.68","0.0","0.0","0.0","0.0","0","0.13379631104457",""
"SSX 3","PS2","2003","Sports","0.93","0.52","0","0.22","1.67","93.0","40.0","9.0","25.0","91.5","0.13299990443121",""
"Spy Hunter","PS2","2001","Racing","1.13","0.32","0","0.22","1.67","84.0","28.0","7.8","3.0","81","0.13299990443121",""
"NCAA Football 2004","PS2","2003","Sports","1.35","0.09","0","0.23","1.67","94.0","5.0","8.8","80.0","91","0.13299990443121",""
"SpongeBob SquarePants: Battle for Bikini Bottom","PS2","2003","Platform","1.08","0.45","0","0.14","1.67","70.0","9.0","9.0","85.0","80","0.13299990443121",""
"SSX","PS2","2000","Sports","0.78","0.61","0.06","0.2","1.66","93.0","35.0","8.3","33.0","88","0.13220349781785",""
"NBA Ballers","PS2","2004","Sports","0.81","0.63","0","0.21","1.66","83.0","44.0","9.2","9.0","87.5","0.13220349781785",""
"NBA Live 2003","PS2","2002","Sports","1.25","0.15","0.03","0.22","1.66","83.0","22.0","8.3","28.0","83","0.13220349781785",""
"Dragon Ball Z: Budokai Tenkaichi","PS2","2005","Fighting","0.96","0.12","0.54","0.04","1.66","72.0","29.0","8.4","70.0","78","0.13220349781785",""
"Dragon Quest V: Tenkuu no Hanayome","PS2","2004","Role-Playing","0","0","1.65","0","1.65","0.0","0.0","0.0","0.0","0","0.13140709120449",""
"Tiger Woods PGA Tour 2003","PS2","2002","Sports","0.8","0.63","0","0.21","1.64","88.0","8.0","8.9","8.0","88.5","0.13061068459113",""
"NBA Live 06 (All region sales)","PS2","2005","Sports","1.44","0.15","0","0.05","1.64","0.0","0.0","0.0","0.0","0","0.13061068459113",""
"Prince of Persia: Warrior Within","PS2","2004","Action","0.54","0.88","0","0.22","1.64","83.0","50.0","8.5","20.0","84","0.13061068459113",""
"Tiger Woods PGA Tour 2004","PS2","2003","Sports","1.18","0.34","0","0.1","1.63","89.0","23.0","8.8","40.0","88.5","0.12981427797777",""
"NCAA Football 2005","PS2","2004","Sports","1.32","0.09","0","0.22","1.62","88.0","29.0","8.8","35.0","88","0.12901787136441",""
"Tony Hawk's American Wasteland (Old all region sales)","PS2","2005","Sports","0.8","0.63","0.01","0.19","1.62","0.0","0.0","0.0","0.0","0","0.12901787136441",""
"NFL Street 2","PS2","2004","Sports","0.79","0.62","0","0.21","1.61","77.0","33.0","8.7","20.0","82","0.12822146475104",""
"Buzz! The Music Quiz","PS2","2005","Misc","0","1.18","0","0.43","1.61","0.0","0.0","0.0","0.0","0","0.12822146475104",""
"Dollar Dash","PS2","2005","Action","1.3","0.23","0","0.07","1.6","0.0","0.0","0.0","0.0","0","0.12742505813768",""
"ESPN NBA 2K5","PS2","2004","Sports","1.26","0.12","0","0.21","1.59","83.0","24.0","7.5","36.0","79","0.12662865152432",""
"Pro Evolution Soccer 2010","PS2","2009","Sports","0.1","0.18","0.12","1.16","1.57","0.0","0.0","8.0","5.0","40","0.1250358382976",""
"NCAA Football 2002","PS2","2001","Sports","0.77","0.6","0","0.2","1.57","90.0","8.0","8.7","24.0","88.5","0.1250358382976",""
"Conflict: Desert Storm","PS2","2002","Shooter","0.98","0.53","0","0.06","1.57","55.0","0.0","8.6","45.0","70.5","0.1250358382976",""
"Smuggler's Run","PS2","2000","Racing","0.77","0.6","0","0.2","1.56","79.0","20.0","6.8","8.0","73.5","0.12423943168424",""
"Fight Night Round 3","PS2","2006","Fighting","1.07","0.4","0","0.1","1.56","84.0","32.0","8.0","40.0","82","0.12423943168424",""
"Stuntman","PS2","2002","Racing","0.76","0.59","0","0.2","1.55","70.0","37.0","5.7","36.0","63.5","0.12344302507088",""
"Dark Cloud","PS2","2000","Role-Playing","0.83","0.44","0.08","0.19","1.54","80.0","27.0","8.2","99.0","81","0.12264661845752",""
"MVP Baseball 2005","PS2","2005","Sports","1.26","0.07","0","0.21","1.54","87.0","25.0","8.6","47.0","86.5","0.12264661845752",""
"The Simpsons Skateboarding","PS2","2002","Sports","0.36","0.9","0","0.27","1.52","38.0","20.0","5.0","26.0","44","0.1210538052308",""
"Pac-Man World 2","PS2","2002","Action","1.26","0.05","0","0.21","1.51","73.0","9.0","7.8","26.0","75.5","0.12025739861744",""
"The Simpsons Game","PS2","2007","Action","0.35","0.03","0","1.13","1.51","68.0","0.0","8.2","27.0","75","0.12025739861744",""
"Tokyo Xtreme Racer Zero","PS2","2000","Racing","0.66","0.52","0.15","0.17","1.5","76.0","5.0","8.9","64.0","82.5","0.11946099200408",""
"Red Faction II","PS2","2002","Shooter","0.49","0.78","0","0.23","1.5","84.0","30.0","8.3","35.0","83.5","0.11946099200408",""
"Madden NFL 2001","PS2","2000","Sports","1.19","0.07","0.05","0.2","1.5","90.0","25.0","7.7","7.0","83.5","0.11946099200408",""
"Madden NFL 09","PS2","2008","Sports","1.22","0","0","0.27","1.49","67.0","4.0","7.0","24.0","68.5","0.11866458539072",""
"Buzz! The BIG Quiz","PS2","2006","Misc","0","1.1","0","0.39","1.49","0.0","0.0","0.0","0.0","0","0.11866458539072",""
"Dirge of Cerberus: Final Fantasy VII","PS2","2006","Shooter","0.47","0.37","0.52","0.12","1.48","57.0","50.0","6.9","3.0","63","0.11786817877736",""
"Major League Baseball 2K5","PS2","2005","Sports","0.72","0.56","0","0.19","1.48","82.0","9.0","7.4","20.0","78","0.11786817877736",""
"Fight Night 2004","PS2","2004","Fighting","1.08","0.2","0","0.2","1.48","85.0","43.0","9.0","25.0","87.5","0.11786817877736",""
"Midway Arcade Treasures","PS2","2003","Misc","0.72","0.56","0","0.19","1.46","76.0","22.0","0.0","0.0","38","0.11627536555064",""
"Onimusha 3: Demon Siege","PS2","2004","Action","0.37","0.47","0.54","0.07","1.45","85.0","53.0","8.6","73.0","85.5","0.11547895893728",""
"Red Dead Revolver","PS2","2004","Shooter","0.71","0.55","0","0.19","1.45","73.0","42.0","7.8","70.0","75.5","0.11547895893728",""
"Resident Evil: Outbreak","PS2","2003","Action","0.54","0.35","0.46","0.1","1.45","70.0","40.0","8.3","94.0","76.5","0.11547895893728",""
"Tony Hawk's American Wasteland (Weekly american sales)","PS2","2005","Sports","1.38","0.05","0","0.02","1.45","0.0","0.0","0.0","0.0","0","0.11547895893728",""
"SingStar Pop","PS2","2007","Misc","0.04","1.08","0","0.32","1.44","73.0","3.0","7.5","8.0","74","0.11468255232392",""
"Tiger Woods PGA Tour 2005","PS2","2004","Sports","1.03","0.32","0","0.09","1.44","88.0","30.0","8.2","20.0","85","0.11468255232392",""
"NCAA Football 2003","PS2","2002","Sports","1.16","0.08","0","0.19","1.44","90.0","9.0","8.6","27.0","88","0.11468255232392",""
"Cabela's Big Game Hunter","PS2","2002","Sports","0.7","0.54","0","0.18","1.42","59.0","7.0","7.8","2.0","68.5","0.11308973909719",""
"NBA Live 06 (Weekly american sales)","PS2","2005","Sports","1.35","0.05","0","0.02","1.42","0.0","0.0","0.0","0.0","0","0.11308973909719",""
"NFL Street","PS2","2004","Sports","1.15","0.08","0","0.19","1.42","80.0","36.0","8.9","45.0","84.5","0.11308973909719",""
"Gran Turismo 4 Prologue","PS2","2003","Racing","0","0.47","0.77","0.17","1.41","0.0","0.0","0.0","0.0","0","0.11229333248383",""
"Twisted Metal: Black","PS2","2001","Racing","1.19","0.17","0","0.05","1.41","90.0","5.0","8.4","98.0","87","0.11229333248383",""
"NASCAR 2005: Chase for the Cup","PS2","2004","Racing","0.69","0.54","0","0.18","1.41","87.0","9.0","8.4","5.0","85.5","0.11229333248383",""
"Need For Speed: Undercover","PS2","2008","Racing","0.38","0.08","0.03","0.93","1.4","0.0","0.0","6.5","38.0","32.5","0.11149692587047",""
"Colin McRae Rally 3","PS2","2002","Racing","0.03","1.05","0.02","0.3","1.4","86.0","25.0","7.7","24.0","81.5","0.11149692587047",""
"Dynasty Warriors 5","PS2","2005","Action","0.24","0.18","0.91","0.06","1.39","69.0","29.0","8.8","68.0","78.5","0.11070051925711",""
"Dave Mirra Freestyle BMX 2","PS2","2001","Sports","0.67","0.53","0","0.18","1.38","80.0","20.0","8.0","8.0","80","0.10990411264375",""
"LEGO Indiana Jones: The Original Adventures","PS2","2008","Action","0.6","0.01","0","0.76","1.37","77.0","2.0","8.4","6.0","80.5","0.10910770603039",""
"SingStar Abba","PS2","2008","Misc","0.23","0.04","0","1.09","1.36","64.0","0.0","0.0","0.0","32","0.10831129941703",""
"Dead to Rights","PS2","2002","Shooter","0.67","0.52","0","0.17","1.36","73.0","20.0","8.9","36.0","81","0.10831129941703",""
"Samurai Warriors","PS2","2004","Action","0.22","0.05","1.06","0.02","1.35","73.0","37.0","8.7","23.0","80","0.10751489280367",""
"SingStar Party","PS2","2004","Misc","0","1.04","0","0.31","1.35","0.0","0.0","0.0","0.0","0","0.10751489280367",""
"Test Drive","PS2","2002","Racing","0.95","0.21","0.01","0.18","1.34","73.0","9.0","7.4","23.0","73.5","0.10671848619031",""
"Need for Speed Carbon","PS2","2006","Racing","1.22","0.05","0.05","0.01","1.34","74.0","26.0","8.4","60.0","79","0.10671848619031",""
"Max Payne 2: The Fall of Max Payne","PS2","2003","Shooter","0.65","0.51","0","0.17","1.34","73.0","27.0","8.2","63.0","77.5","0.10671848619031",""
"MVP Baseball 2004","PS2","2004","Sports","1.1","0.06","0","0.18","1.34","90.0","28.0","8.6","50.0","88","0.10671848619031",""
"Ratchet & Clank: Up Your Arsenal (Weekly american sales)","PS2","2004","Platform","1.27","0.05","0","0.02","1.33","0.0","0.0","0.0","0.0","0","0.10592207957695",""
"Corvette","PS2","2004","Racing","0.65","0.51","0","0.17","1.33","57.0","5.0","6.5","20.0","61","0.10592207957695",""
"NFL 2K3","PS2","2002","Sports","1.06","0.08","0","0.18","1.32","93.0","20.0","7.4","25.0","83.5","0.10512567296359",""
"IHRA Drag Racing 2","PS2","2002","Racing","0.64","0.5","0","0.17","1.31","0.0","0.0","7.4","63.0","37","0.10432926635023",""
"Madagascar","PS2","2005","Platform","0.78","0.45","0","0.07","1.31","69.0","25.0","7.4","25.0","71.5","0.10432926635023",""
"Turok: Evolution","PS2","2002","Shooter","0.64","0.5","0","0.17","1.31","60.0","20.0","7.3","27.0","66.5","0.10432926635023",""
"NBA Live 07","PS2","2006","Sports","1.07","0.04","0.02","0.17","1.3","63.0","2.0","6.0","39.0","61.5","0.10353285973687",""
"SingStar '80s","PS2","2005","Misc","0.27","0.02","0","1.02","1.3","78.0","22.0","8.3","6.0","80.5","0.10353285973687",""
"Transformers","PS2","2004","Shooter","0.63","0.49","0","0.16","1.29","75.0","50.0","8.6","27.0","80.5","0.10273645312351",""
"Midnight Club 3: DUB Edition (America weekly sales)","PS2","2005","Racing","1.22","0.05","0","0.01","1.29","0.0","0.0","0.0","0.0","0","0.10273645312351",""
"Champions of Norrath","PS2","2004","Role-Playing","0.63","0.49","0","0.16","1.28","85.0","50.0","8.4","57.0","84.5","0.10194004651015",""
"Manhunt","PS2","2003","Action","0.63","0.49","0","0.16","1.28","76.0","47.0","8.3","36.0","79.5","0.10194004651015",""
"Silent Hill 2","PS2","2001","Action","0.62","0.49","0","0.16","1.28","89.0","34.0","8.9","557.0","89","0.10194004651015",""
"LEGO Batman: The Videogame","PS2","2008","Action","0.72","0.03","0","0.52","1.27","77.0","8.0","8.9","7.0","83","0.10114363989679",""
".hack//Infection Part 1","PS2","2002","Role-Playing","0.49","0.38","0.26","0.13","1.27","75.0","35.0","8.5","60.0","80","0.10114363989679",""
"Jet Li: Rise to Honor","PS2","2004","Action","0.62","0.48","0","0.16","1.27","0.0","0.0","0.0","0.0","0","0.10114363989679",""
"Star Wars: The Force Unleashed","PS2","2008","Action","0.49","0","0.01","0.75","1.25","68.0","7.0","7.4","33.0","71","0.099550826670066",""
"Black","PS2","2006","Shooter","1.01","0.04","0.03","0.16","1.25","79.0","62.0","8.4","94.0","81.5","0.099550826670066",""
"Lara Croft Tomb Raider: The Angel of Darkness","PS2","2003","Action","0.61","0.48","0","0.16","1.25","52.0","37.0","6.2","6.0","57","0.099550826670066",""
"Tom Clancy's Splinter Cell: Pandora Tomorrow","PS2","2004","Action","0.52","0.56","0","0.17","1.25","87.0","45.0","8.6","34.0","86.5","0.099550826670066",""
"Ratchet: Deadlocked","PS2","2005","Shooter","0.85","0.03","0.22","0.14","1.24","80.0","50.0","8.9","55.0","84.5","0.098754420056705",""
"Baldur's Gate: Dark Alliance","PS2","2001","Role-Playing","0.61","0.48","0","0.16","1.24","87.0","29.0","8.3","90.0","85","0.098754420056705",""
"Ridge Racer V","PS2","2000","Action","0.24","0.19","0.75","0.06","1.24","78.0","20.0","7.7","6.0","77.5","0.098754420056705",""
"WWE SmackDown vs. Raw 2009","PS2","2008","Fighting","0.69","0","0","0.55","1.24","78.0","9.0","6.9","34.0","73.5","0.098754420056705",""
"Frogger: The Great Quest","PS2","2001","Platform","0.6","0.47","0","0.16","1.23","32.0","6.0","4.6","29.0","39","0.097958013443345",""
"Driv3r","PS2","2004","Racing","0.6","0.47","0","0.16","1.23","57.0","50.0","5.5","2.0","56","0.097958013443345",""
"Parfait: Chocolat Second Style","PS2","2006","Adventure","0.59","0.46","0.01","0.15","1.22","0.0","0.0","0.0","0.0","0","0.097161606829984",""
"NBA 2K2","PS2","2002","Sports","0.59","0.46","0.01","0.15","1.22","89.0","9.0","7.8","6.0","83.5","0.097161606829984",""
"NASCAR Thunder 2003","PS2","2002","Racing","0.6","0.46","0","0.16","1.22","84.0","6.0","8.7","7.0","85.5","0.097161606829984",""
"Cars","PS2","2006","Racing","1.01","0.04","0","0.16","1.21","70.0","30.0","8.4","2.0","77","0.096365200216624",""
"Sly Cooper and the Thievius Raccoonus","PS2","2002","Platform","1.03","0.14","0","0.04","1.21","86.0","40.0","8.6","84.0","86","0.096365200216624",""
"The Lord of the Rings: The Fellowship of the Ring","PS2","2002","Action","0.59","0.46","0","0.15","1.2","59.0","9.0","5.0","20.0","54.5","0.095568793603263",""
"ATV Offroad Fury 3","PS2","2004","Racing","1","0.04","0","0.16","1.2","78.0","37.0","8.4","6.0","81","0.095568793603263",""
"NHL 2002","PS2","2001","Sports","0.59","0.46","0","0.15","1.2","92.0","22.0","8.5","26.0","88.5","0.095568793603263",""
"Scarface: The World is Yours","PS2","2006","Action","0.99","0.04","0","0.16","1.19","75.0","46.0","8.6","3.0","80.5","0.094772386989903",""
"Gun","PS2","2005","Shooter","0.98","0.04","0","0.16","1.17","77.0","43.0","8.7","70.0","82","0.093179573763181",""
"Ty the Tasmanian Tiger","PS2","2002","Platform","0.57","0.45","0","0.15","1.17","70.0","4.0","8.8","60.0","79","0.093179573763181",""
"Cabela's Dangerous Hunts","PS2","2003","Sports","0.57","0.45","0","0.15","1.17","57.0","4.0","8.4","37.0","70.5","0.093179573763181",""
"Midnight Club 3: DUB Edition Remix","PS2","2006","Racing","0.97","0.04","0","0.16","1.16","85.0","9.0","8.9","53.0","87","0.092383167149821",""
