"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales",""
"Chrysler Classic Racing","Wii","2008","Racing","60","NA","NA","NA","60","40","4","NA","NA","NA","0.009786012526096",""
"Spy Games: Elevator Mission","Wii","2007","Shooter","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Spy Fox in Dry Cereal","Wii","2008","Adventure","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Zumba Fitness Core","Wii","2012","Misc","NA","60","NA","10","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Speed","Wii","2010","Racing","40","20","NA","10","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Naruto Shippuden: Gekito Ninja Taisen! Special","Wii","2010","Fighting","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Cocoto Kart Racer","Wii","2008","Racing","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Crazy Chicken Tales","Wii","2009","Action","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Grey's Anatomy: The Video Game","Wii","2009","Adventure","50","10","NA","NA","60","65","4","NA","NA","NA","0.009786012526096",""
"Chevrolet Camaro: Wild Ride","Wii","2010","Racing","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Another Code R: A Journey into Lost Memories","Wii","2009","Adventure","NA","30","30","NA","60","66","27","NA","NA","NA","0.009786012526096",""
"Santa Claus Is Comin' to Town!","Wii","2011","Puzzle","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Puzzler Collection","Wii","2008","Puzzle","50","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Dance Sensation!","Wii","2010","Misc","60","NA","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Rooms: The Main Building","Wii","2010","Adventure","50","NA","NA","NA","60","60","8","NA","NA","NA","0.009786012526096",""
"Brave: A Warrior's Tale","Wii","2009","Action","50","NA","NA","NA","60","48","3","NA","NA","NA","0.009786012526096",""
"Flip's Twisted World","Wii","2010","Platform","50","NA","NA","NA","60","47","7","NA","NA","NA","0.009786012526096",""
"Pheasants Forever Wingshooter","Wii","2010","Shooter","30","20","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"SD Gundam G Generation Wars","Wii","2009","Strategy","NA","NA","60","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"World Championship Athletics","Wii","2009","Sports","40","10","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Challenge Me: Brain Puzzles 2","Wii","2010","Puzzle","NA","50","NA","NA","60","NA","NA","NA","NA","NA","0.009786012526096",""
"Roogoo Twisted Towers","Wii","2009","Puzzle","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Kid Fit Island Resort","Wii","2010","Sports","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Vertigo","Wii","2009","Strategy","50","NA","NA","NA","50","66","4","NA","NA","NA","0.0081550104384134",""
"Defendin' De Penguin","Wii","2008","Strategy","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"PopStar Guitar","Wii","2008","Misc","30","20","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Puyo Puyo 7","Wii","2009","Puzzle","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"My Fitness Coach: Club","Wii","2011","Sports","NA","50","NA","10","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Pretty Cure All Stars Everyone Gather ? Let's Dance!","Wii","2013","Misc","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Domino Rally","Wii","2007","Action","50","NA","NA","NA","50","57","4","NA","NA","NA","0.0081550104384134",""
"Countdown: The Game","Wii","2009","Puzzle","NA","50","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Sled Shred featuring the Jamaican Bobsled Team","Wii","2010","Sports","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Centipede: Infestation","Wii","2011","Shooter","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Major Minor's Majestic March","Wii","2009","Misc","50","NA","NA","NA","50","46","6","NA","NA","NA","0.0081550104384134",""
"Myth Makers: Orbs of Doom","Wii","2007","Puzzle","50","NA","NA","NA","50","NA","NA","NA","8","NA","0.0081550104384134",""
"Mr Bean's Wacky World of Wii","Wii","2009","Adventure","NA","50","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"My Horse & Me: Riding for Gold","Wii","2008","Sports","40","10","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Hysteria Hospital: Emergency Ward","Wii","2009","Action","50","NA","NA","NA","50","53","NA","NA","NA","NA","0.0081550104384134",""
"Sam & Max: Beyond Time and Space","Wii","2010","Adventure","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Super Robot Taisen Neo","Wii","2009","Strategy","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Kart Racer","Wii","2009","Racing","30","10","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Hotel for Dogs","Wii","2009","Simulation","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Dream Salon","Wii","2009","Misc","50","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"SD Gundam: Scad Hammers","Wii","2006","Strategy","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"The Grim Adventures of Billy & Mandy","Wii","2006","Action","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Reader Rabbit 2nd Grade","Wii","1999","Misc","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Pirates vs Ninja Dodgeball","Wii","2009","Sports","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Wii de Asobu Chibi-Robo!","Wii","2009","Adventure","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Gem Smashers","Wii","2011","Platform","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Sushi Go-Round","Wii","2010","Simulation","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"SD Gundam G Generation World","Wii","2011","Strategy","NA","NA","50","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Billy the Wizard: Rocket Broomstick Racing","Wii","2007","Racing","40","NA","NA","NA","50","NA","NA","3","4","NA","0.0081550104384134",""
"Winter Sports 3: The Great Tournament","Wii","2010","Sports","20","20","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"World Series of Poker: Tournament of Champions 2007 Edition","Wii","2006","Misc","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"MiniCopter: Adventure Flight","Wii","2007","Simulation","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Balloon Pop","Wii","2007","Puzzle","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"Counter Force","Wii","2007","Shooter","40","NA","NA","NA","50","NA","NA","NA","NA","NA","0.0081550104384134",""
"The Tale of Despereaux","Wii","2008","Platform","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Active Life: Magical Carnival","Wii","2011","Misc","30","10","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"My Body Coach","Wii","2009","Sports","NA","40","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Minna ga Shuyaku no NHK Kouhaku Quiz Kassen","Wii","2009","Misc","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Disney Planes Fire & Rescue","Wii","2014","Action","NA","40","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Honda ATV Fever","Wii","2010","Racing","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"M&M's Beach Party","Wii","2009","Misc","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Monster Trux Arenas: Special Edition","Wii","2007","Racing","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Jerry Rice and Nitus' Dog Football","Wii","2011","Sports","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Battle Rage","Wii","2008","Shooter","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Sea Monsters: A Prehistoric Adventure","Wii","2007","Adventure","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"The Monkey King: The Legend Begins","Wii","2007","Shooter","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Myth Makers: Trixie in Toyland","Wii","2008","Platform","40","NA","NA","NA","40","NA","NA","2","5","NA","0.0065240083507307",""
"Mortimer Beckett and the Secrets of Spooky Manor","Wii","2008","Puzzle","40","NA","NA","NA","40","56","4","NA","NA","NA","0.0065240083507307",""
"Arctic Tale","Wii","2007","Adventure","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Gormiti: The Lords of Nature!","Wii","2010","Adventure","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"North American Hunting Extravaganza 2","Wii","2010","Sports","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Gummy Bears Mini Golf","Wii","2010","Sports","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu","Wii","2010","Fighting","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Luxor: Pharaoh's Challenge","Wii","2007","Puzzle","10","20","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Free Running","Wii","2009","Sports","20","20","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"City Builder","Wii","2010","Misc","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"NatGeo Challenge! Wild Life","Wii","2010","Misc","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Glacier2","Wii","2009","Racing","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Story Hour: Fairy Tales","Wii","2008","Adventure","40","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Wicked Monster Blast!","Wii","2011","Shooter","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Sleepover Party","Wii","2009","Misc","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Sherlock Holmes: Secret of The Silver Earring","Wii","2010","Adventure","NA","30","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Jikkyou Powerful Major League 2009","Wii","2009","Sports","NA","NA","40","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Cook Wars","Wii","2009","Misc","30","NA","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Sudoku Ball Detective","Wii","2009","Puzzle","20","10","NA","NA","40","NA","NA","NA","NA","NA","0.0065240083507307",""
"Zenkoku Dekotora Matsuri","Wii","2008","Racing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Marines: Modern Urban Combat","Wii","2010","Shooter","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Kekkaishi: Kokubourou no Kage","Wii","2007","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Jikkyou Powerful Pro Yakyuu Wii Ketteiban","Wii","2007","Sports","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Swords","Wii","2007","Fighting","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Kevin Van Dam: Big Bass Challenge","Wii","2010","Sports","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Safari Adventures: Africa","Wii","2007","Adventure","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Maximum Racing: Drag & Stock Racer","Wii","2010","Racing","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Jewel Master: Cradle of Rome","Wii","2008","Puzzle","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Maximum Racing: GP Classic Racing","Wii","2010","Racing","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Beastly","Wii","2011","Misc","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Eyeshield 21: Field Saikyou no Senshi Tachi","Wii","2007","Role-Playing","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"thinkSMART FAMILY!","Wii","2010","Misc","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Max & the Magic Marker","Wii","2011","Platform","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Boot Camp Academy","Wii","2010","Action","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Who Wants to be a Millionaire: 1st Edition","Wii","2007","Misc","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Story Hour: Adventures","Wii","2008","Adventure","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Heathcliff! The Fast and the Furriest","Wii","2010","Racing","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"SD Gundam: Gashapon Wars","Wii","2010","Strategy","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Harley-Davidson: Road Trip","Wii","2010","Racing","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Barbie and Her Sisters Puppy Rescue","Wii","2015","Action","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Pacific Liberator","Wii","2009","Action","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Puzzle Challenge: Crosswords and More!","Wii","2009","Puzzle","30","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"The Island of Dr. Frankenstein","Wii","2009","Adventure","30","NA","NA","NA","30","26","6","NA","NA","NA","0.004893006263048",""
"101-in-1 Sports Party Megamix","Wii","2010","Sports","20","NA","NA","NA","30","40","7","NA","NA","NA","0.004893006263048",""
"Gintama: Banji Oku Chuubu!","Wii","2007","Action","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Secret Files 2: Puritas Cordis","Wii","2009","Adventure","NA","20","NA","NA","30","70","6","NA","NA","NA","0.004893006263048",""
"Young Justice: Legacy","Wii","2013","Action","NA","30","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"My Ballet Studio","Wii","2009","Simulation","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Backyard NFL Football","Wii","2007","Sports","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"CID The Dummy","Wii","2009","Platform","20","NA","NA","NA","30","30","7","NA","NA","NA","0.004893006263048",""
"Monster Mayhem: Build and Battle","Wii","2009","Simulation","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Kawasaki Snowmobiles","Wii","2008","Racing","20","NA","NA","NA","30","NA","NA","20","6","NA","0.004893006263048",""
"Pro Yakyuu Family Stadium","Wii","2008","Sports","NA","NA","30","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Ocean Commander","Wii","2009","Simulation","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Let's Play Ballerina","Wii","2010","Sports","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Combat Wings: The Great Battles of WWII","Wii","2012","Simulation","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Rock 'N' Roll Adventures","Wii","2007","Platform","20","NA","NA","NA","30","NA","NA","NA","NA","NA","0.004893006263048",""
"Let's Play Garden","Wii","2010","Simulation","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"My Animal Centre","Wii","2009","Simulation","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Let's Dance with Mel B","Wii","2011","Sports","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Wii de Asobu: Metroid Prime","Wii","2009","Shooter","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Who Wants to be a Millionaire: 2nd Edition","Wii","2008","Misc","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Chuck E. Cheese's Sports Games","Wii","2011","Sports","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Mesaze!! Tsuri Master: Sekai ni Challenge! Hen","Wii","2008","Sports","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Dance Dance Revolution: Hottest Party 5","Wii","2011","Misc","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"TV Total Events","Wii","2011","Misc","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Bigfoot King of Crush","Wii","2011","Racing","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Cocoto Magic Circus","Wii","2008","Shooter","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Suzumiya Haruhi no Heiretsu","Wii","2009","Adventure","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"QUIZ PARTY","Wii","2012","Misc","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Crazy Machines","Wii","2010","Puzzle","10","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Kawasaki Jet Ski","Wii","2008","Racing","20","NA","NA","NA","20","NA","NA","6","5","NA","0.0032620041753653",""
"Saint","Wii","2009","Shooter","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Triple Crown Championship Snowboarding","Wii","2010","Sports","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Geon Cube","Wii","2009","Puzzle","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Fritz Chess","Wii","2009","Strategy","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"G1 Jockey Wii","Wii","2007","Sports","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Jinsei Game Wii","Wii","2007","Misc","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"World Championship Poker featuring Howard Lederer: All In","Wii","2006","Misc","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Katekyoo Hitman Reborn! Dream Hyper Battle! Wii","Wii","2008","Fighting","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Daikaijuu Battle: Ultra Coliseum","Wii","2008","Fighting","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Princess Isabella: A Witch's Curse","Wii","2010","Adventure","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Casper's Scare School: Spooky Sports Day","Wii","2009","Sports","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Ferrari Challenge Trofeo Pirelli Deluxe","Wii","2009","Racing","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Chuck E. Cheese's Super Collection","Wii","2011","Action","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Ten Pin Alley 2","Wii","2008","Sports","20","NA","NA","NA","20","30","4","NA","NA","NA","0.0032620041753653",""
"Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales)","Wii","2009","Racing","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Super Fruit Fall","Wii","2006","Puzzle","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Jelly Belly: Ballistic Beans","Wii","2009","Puzzle","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Army Rescue","Wii","2009","Shooter","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Maximum Racing: Crash Car Racer","Wii","2010","Racing","10","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Winter Blast: 9 Snow & Ice Games","Wii","2010","Sports","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Earth Seeker","Wii","2011","Role-Playing","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Germany's Next Topmodel 2011","Wii","2011","Simulation","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Thomas & Friends: Hero of the Rails","Wii","2010","Misc","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Rock Blast","Wii","2010","Puzzle","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Haneru no Tobira Wii: Girigirissu","Wii","2007","Misc","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Titanic Mystery","Wii","2010","Puzzle","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"The Cube","Wii","2012","Action","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Myth Makers: Super Kart GP","Wii","2007","Racing","10","NA","NA","NA","20","NA","NA","8","4","NA","0.0032620041753653",""
"Canada Hunt","Wii","2010","Sports","20","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Horrid Henry: Missions of Mischief","Wii","2010","Adventure","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Wild West Shootout","Wii","2010","Shooter","10","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Mary King's Riding School 2","Wii","2009","Simulation","NA","20","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Soul Eater: Monotone Princess","Wii","2008","Action","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii","2007","Simulation","NA","NA","20","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Pirates PlundArrr","Wii","2010","Action","20","NA","NA","NA","20","60","5","NA","NA","NA","0.0032620041753653",""
"Summer Challenge: Athletics Tournament","Wii","2011","Sports","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Pippa Funnell: Ranch Rescue","Wii","2007","Adventure","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"GTI Club: Supermini Festa!","Wii","2010","Racing","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Marvel Superheroes 3D: Grandmaster's Challenge","Wii","2010","Action","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Monster Trux Offroad","Wii","2007","Racing","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Gummy Bears Magical Medallion","Wii","2011","Platform","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Turbo: Super Stunt Squad","Wii","2013","Sports","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Dance! It's Your Stage","Wii","2010","Misc","NA","10","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"I Love Horses: Rider's Paradise","Wii","2010","Simulation","10","NA","NA","NA","20","NA","NA","NA","NA","NA","0.0032620041753653",""
"Ferrari: The Race Experience","Wii","2010","Racing","NA","10","NA","NA","10","54","4","NA","NA","NA","0.0016310020876827",""
"Donkey Kong Jungle Beat","Wii","2008","Platform","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Brave: The Video Game","Wii","2012","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Penguins of Madagascar","Wii","2014","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Major Dream: Major Wii Nagero! Gyroball!!","Wii","2008","Sports","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Super PickUps","Wii","2009","Racing","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"SoulCalibur Legends (JP sales)","Wii","2007","Action","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Satisfashion","Wii","2010","Misc","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Truck Racer","Wii","2009","Racing","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Turbo Trainz","Wii","2012","Racing","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Monster High: New Ghoul in School","Wii","2015","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Family Jockey","Wii","2008","Sports","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Sengoku Basara 2 Heroes","Wii","2007","Action","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Doraemon Wii: Himitsu Douguou Ketteisen!","Wii","2007","Misc","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Captain Morgane and the Golden Turtle","Wii","2012","Adventure","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"PDC World Championship Darts 2009","Wii","2009","Sports","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Happy Dance Collection","Wii","2008","Misc","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Fullmetal Alchemist: Prince of the Dawn","Wii","2009","Adventure","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Aladdin Magic Racer","Wii","2011","Racing","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"th!nk Logic Trainer","Wii","2009","Puzzle","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"The Cages: Pro Style Batting Practice","Wii","2010","Sports","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Katekyoo Hitman Reborn! Kindan no Yami no Delta","Wii","2008","Action","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Transformers: Prime","Wii","2012","Action","NA","10","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Captain Rainbow","Wii","2008","Adventure","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Case Closed: One Truth Prevails","Wii","2007","Adventure","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Bomberman","Wii","2008","Puzzle","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"The Ultimate Battle of the Sexes","Wii","2010","Misc","10","NA","NA","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
"Mahou Sensei Negima!? Neo-Pactio Fight!!","Wii","2007","Fighting","NA","NA","10","NA","10","NA","NA","NA","NA","NA","0.0016310020876827",""
