"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales"
"F1 2011","PS3","2011","Racing","120","740","110","240","1200","82","36","70","55","76","0.98765432098765"
"EyePet","PS3","2009","Simulation","350","520","40","80","990","70","35","82","20","76","0.81481481481481"
"Resonance of Fate","PS3","2010","Role-Playing","200","210","240","80","730","72","42","80","36","76","0.60082304526749"
"NHL 13","PS3","2012","Sports","330","210","NA","90","640","84","22","68","60","76","0.52674897119342"
"NieR","PS3","2010","Role-Playing","170","180","200","70","610","68","58","84","263","76","0.50205761316872"
"NBA 2K9","PS3","2008","Sports","560","NA","NA","50","610","82","30","70","37","76","0.50205761316872"
"The Saboteur","PS3","2009","Action","200","210","NA","70","480","72","54","80","8","76","0.39506172839506"
"MLB 07: The Show","PS3","2007","Sports","290","NA","NA","20","310","77","30","75","7","76","0.25514403292181"
"Anarchy Reigns","PS3","2012","Action","100","30","60","20","200","70","35","82","6","76","0.16460905349794"
"Tears to Tiara II: Heir of the Overlord","PS3","2013","Role-Playing","70","10","60","20","150","65","8","87","40","76","0.12345679012346"
"Deception IV: Blood Ties","PS3","2014","Action","30","20","60","10","110","70","9","82","27","76","0.090534979423868"
"The Guided Fate Paradox","PS3","2013","Role-Playing","NA","NA","60","NA","70","74","27","78","66","76","0.05761316872428"
"Fallout 4","PS4","2015","Role-Playing","2530","3270","240","1130","7160","87","58","65","4228","76","5.8930041152263"
"Resident Evil: Revelations 2","PS4","2015","Action","130","240","100","70","550","75","30","77","284","76","0.45267489711934"
"Until Dawn: Rush of Blood","PS4","2016","Adventure","180","150","NA","70","390","72","49","80","68","76","0.32098765432099"
"Transformers: Devastation","PS4","2015","Action","100","90","NA","40","230","77","50","75","60","76","0.18930041152263"
"Hatsune Miku: Project Diva X","PS4","2016","Misc","20","NA","20","NA","50","78","22","74","40","76","0.041152263374486"
"Assassin's Creed: Revelations","X360","2011","Action","2250","1470","40","430","4190","80","77","72","564","76","3.4485596707819"
"LEGO Indiana Jones: The Original Adventures","X360","2008","Action","2400","1010","NA","360","3760","77","60","75","66","76","3.0946502057613"
"Far Cry 2","X360","2008","Action","710","690","20","180","1590","85","75","67","288","76","1.3086419753086"
"Mafia II","X360","2010","Action","850","550","NA","150","1550","74","79","78","458","76","1.2757201646091"
"WWE 2K14","X360","2013","Sports","640","370","NA","100","1110","75","43","77","NA","76","0.91358024691358"
"Terraria","X360","2013","Action","350","270","NA","60","670","80","39","72","39","76","0.55144032921811"
"Prince of Persia: The Forgotten Sands","X360","2010","Action","300","260","NA","60","620","74","69","78","2","76","0.51028806584362"
"Major League Baseball 2K10","X360","2010","Sports","470","NA","NA","40","510","76","26","76","38","76","0.41975308641975"
"Spider-Man: Shattered Dimensions","X360","2010","Action","240","80","NA","30","360","76","68","76","96","76","0.2962962962963"
"Tropico 4","X360","2011","Strategy","200","120","NA","30","350","77","8","75","37","76","0.2880658436214"
"Prey","X360","2006","Shooter","270","30","NA","30","320","79","80","73","7","76","0.26337448559671"
"Anarchy Reigns","X360","2012","Action","120","20","20","10","170","73","38","79","5","76","0.13991769547325"
"de Blob 2","X360","2011","Platform","100","40","NA","10","150","77","54","75","23","76","0.12345679012346"
"Area 51","XB","2005","Shooter","220","60","NA","10","290","72","43","80","6","76","0.23868312757202"
"NBA Inside Drive 2004","XB","2003","Sports","130","40","NA","10","170","70","30","82","NA","76","0.13991769547325"
"FlatOut","XB","2004","Racing","120","40","NA","10","170","70","39","82","20","76","0.13991769547325"
"Breakdown","XB","2004","Adventure","90","30","NA","NA","120","70","62","82","7","76","0.098765432098765"
"Still Life","XB","2005","Adventure","50","20","NA","NA","70","70","29","82","5","76","0.05761316872428"
"Terminator 3: The Redemption","XB","2004","Shooter","50","10","NA","NA","60","66","38","86","5","76","0.049382716049383"
"Arx Fatalis","XB","2003","Role-Playing","40","10","NA","NA","50","70","30","82","6","76","0.041152263374486"
"Rugby 2005","XB","2005","Sports","40","10","NA","NA","50","75","20","77","NA","76","0.041152263374486"
"NHL 07","XB","2006","Sports","20","10","NA","NA","30","75","4","77","6","76","0.024691358024691"
"Pro Fishing Challenge","XB","2004","Sports","20","NA","NA","NA","20","62","NA","90","9","76","0.016460905349794"
"Dying Light","XOne","2015","Action","860","300","10","120","1290","74","26","78","387","76","1.0617283950617"
"NBA 2K17","XOne","2016","Sports","860","60","NA","110","1020","90","7","62","90","76","0.83950617283951"
"The Evil Within","XOne","2014","Action","350","250","NA","60","670","79","24","73","430","76","0.55144032921811"
"Fantasia: Music Evolved","XOne","2014","Misc","110","30","NA","10","150","77","48","75","67","76","0.12345679012346"
"Pro Evolution Soccer 2015","XOne","2014","Sports","30","100","NA","10","140","79","9","73","65","76","0.11522633744856"
"LEGO Star Wars III: The Clone Wars","PC","2011","Action","100","130","NA","30","250","76","4","75","44","75.5","0.20576131687243"
"The Sims 2: Seasons","PC","2007","Simulation","10","40","NA","10","70","78","20","73","29","75.5","0.05761316872428"
"Medal of Honor: Airborne","PC","2007","Shooter","NA","40","NA","10","50","78","38","73","204","75.5","0.041152263374486"
"Bejeweled Twist","PC","2008","Puzzle","10","40","NA","10","50","78","2","73","NA","75.5","0.041152263374486"
"Lock On: Modern Air Combat","PC","2003","Simulation","NA","30","NA","10","30","76","20","75","549","75.5","0.024691358024691"
"Tom Clancy's Rainbow Six: Vegas 2","PC","2008","Shooter","NA","20","NA","NA","20","78","20","73","85","75.5","0.016460905349794"
"Agatha Christie: The ABC Murders","PC","2016","Adventure","NA","20","NA","NA","20","66","5","85","44","75.5","0.016460905349794"
"Guitar Hero III: Legends of Rock","PC","2007","Misc","20","NA","NA","NA","20","79","5","72","63","75.5","0.016460905349794"
"Worms World Party","PC","2001","Strategy","NA","10","NA","NA","20","75","8","76","68","75.5","0.016460905349794"
"Final Fantasy X-2","PS2","2003","Role-Playing","1920","1080","2110","170","5290","85","45","66","400","75.5","4.3539094650206"
"James Bond 007: Agent Under Fire","PS2","2001","Shooter","1900","1130","100","410","3530","72","27","79","48","75.5","2.9053497942387"
"FIFA Soccer 09","PS2","2008","Sports","380","70","10","1820","2280","82","8","69","20","75.5","1.8765432098765"
"Pac-Man World 2","PS2","2002","Action","1260","50","NA","210","1510","73","9","78","26","75.5","1.2427983539095"
"Red Dead Revolver","PS2","2004","Shooter","710","550","NA","190","1450","73","42","78","70","75.5","1.1934156378601"
"Seek and Destroy","PS2","2002","Racing","520","400","NA","140","1060","63","9","88","NA","75.5","0.87242798353909"
"Wall-E","PS2","2008","Platform","210","NA","NA","540","750","67","8","84","9","75.5","0.61728395061728"
"Shaun Palmer's Pro Snowboarder","PS2","2001","Sports","360","280","NA","90","730","64","7","87","3","75.5","0.60082304526749"
"Mobile Suit Gundam: Encounters in Space","PS2","2003","Simulation","50","40","610","10","720","66","NA","85","37","75.5","0.59259259259259"
"Ghostbusters: The Video Game","PS2","2009","Action","150","40","NA","240","430","64","9","87","6","75.5","0.35390946502058"
"Defender","PS2","2002","Misc","200","150","NA","50","400","73","24","78","6","75.5","0.32921810699588"
"Rumble Roses","PS2","2004","Fighting","190","150","NA","50","390","66","44","85","20","75.5","0.32098765432099"
"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","PS2","2004","Adventure","170","130","NA","40","340","65","34","86","20","75.5","0.2798353909465"
"DJ Hero","PS2","2009","Misc","100","20","NA","200","320","87","4","64","5","75.5","0.26337448559671"
"Rocky: Legends","PS2","2004","Action","130","100","NA","30","270","65","24","86","2","75.5","0.22222222222222"
"Fullmetal Alchemist 2: Curse of the Crimson Elixir","PS2","2004","Role-Playing","130","100","NA","30","270","67","20","84","20","75.5","0.22222222222222"
"Legaia 2: Duel Saga","PS2","2001","Role-Playing","130","100","NA","30","260","67","20","84","43","75.5","0.21399176954733"
"Le Mans 24 Hours","PS2","2001","Racing","90","70","20","20","200","75","9","76","9","75.5","0.16460905349794"
"Gungrave","PS2","2002","Shooter","90","70","NA","20","190","65","28","86","6","75.5","0.15637860082305"
"Atelier Iris: Eternal Mana","PS2","2004","Role-Playing","80","60","NA","20","150","74","38","77","38","75.5","0.12345679012346"
"Pirates: The Legend of Black Kat","PS2","2002","Adventure","70","50","NA","20","140","72","24","79","8","75.5","0.11522633744856"
"The X Files: Resist or Serve","PS2","2004","Adventure","60","50","NA","20","120","67","30","84","8","75.5","0.098765432098765"
"Urban Chaos: Riot Response","PS2","2006","Shooter","30","20","NA","10","60","73","35","78","24","75.5","0.049382716049383"
"Ms Saga: A New Dawn","PS2","2005","Role-Playing","20","20","NA","10","50","65","27","86","5","75.5","0.041152263374486"
"Fatal Fury: Battle Archives Volume 1","PS2","2006","Fighting","20","10","NA","NA","40","68","22","83","4","75.5","0.032921810699588"
"Medal of Honor: Airborne","PS3","2007","Shooter","250","690","30","250","1210","75","6","76","39","75.5","0.99588477366255"
"Prince of Persia: The Forgotten Sands","PS3","2010","Action","190","360","10","120","690","75","49","76","20","75.5","0.5679012345679"
"Dead or Alive 5","PS3","2012","Fighting","230","140","200","70","640","74","34","77","9","75.5","0.52674897119342"
"LEGO Rock Band","PS3","2009","Misc","240","120","NA","60","420","75","36","76","8","75.5","0.34567901234568"
"Majin and the Forsaken Kingdom","PS3","2010","Adventure","90","130","10","50","290","72","49","79","35","75.5","0.23868312757202"
"Dragon Ball: Xenoverse 2","PS4","2016","Action","240","270","90","100","710","73","54","78","7","75.5","0.5843621399177"
"Plants vs. Zombies: Garden Warfare","PS4","2014","Shooter","210","290","10","100","610","75","23","76","259","75.5","0.50205761316872"
"Trials Fusion","PS4","2014","Racing","130","220","10","70","420","79","50","72","244","75.5","0.34567901234568"
"Assassin's Creed III","X360","2012","Action","3130","1690","30","440","5290","84","60","67","96","75.5","2.7658684513228"
"Mass Effect 3","X360","2012","Role-Playing","1940","840","30","240","3040","93","74","58","3725","75.5","1.5894593746732"
"LEGO Batman 2: DC Super Heroes","X360","2012","Action","900","610","NA","150","1660","79","59","72","4","75.5","0.86792847432814"
"Tom Clancy's Ghost Recon: Future Soldier","X360","2012","Shooter","930","400","20","120","1470","79","75","72","334","75.5","0.76858726341106"
"UFC Undisputed 2010","X360","2010","Fighting","900","310","NA","110","1320","84","70","67","80","75.5","0.69015999163442"
"WWE SmackDown vs. Raw 2011","X360","2010","Fighting","440","350","NA","80","880","75","49","76","45","75.5","0.46010666108962"
"NBA Live 09","X360","2008","Sports","500","140","NA","70","710","77","32","74","4","75.5","0.37122241974276"
"Resonance of Fate","X360","2010","Role-Playing","120","130","60","30","330","74","43","77","96","75.5","0.17253999790861"
"Pro Evolution Soccer 2013","X360","2012","Sports","80","200","NA","30","310","82","33","69","77","75.5","0.16208302833839"
"MotoGP '07","X360","2007","Racing","230","NA","NA","20","250","78","20","73","NA","75.5","0.13071211962773"
"NFL Head Coach 09","X360","2008","Sports","110","NA","NA","10","110","67","4","84","28","75.5","0.057513332636202"
"Call of Duty: Finest Hour","XB","2004","Shooter","780","400","NA","40","1210","73","55","78","22","75.5","0.63264665899822"
"Dead or Alive Xtreme Beach Volleyball","XB","2003","Sports","360","80","140","20","590","73","42","78","47","75.5","0.30848060232145"
"NBA Live 2002","XB","2001","Sports","350","30","NA","20","400","76","5","75","6","75.5","0.20913939140437"
"Ultimate Spider-Man","XB","2005","Action","260","110","NA","20","390","77","53","74","20","75.5","0.20391090661926"
"BloodRayne","XB","2002","Shooter","160","50","NA","10","210","76","20","75","6","75.5","0.10979818048729"
"Armed and Dangerous","XB","2003","Shooter","90","30","NA","NA","130","79","40","72","5","75.5","0.067970302206421"
"Commandos 2: Men of Courage","XB","2002","Strategy","50","20","NA","NA","70","67","2","84","5","75.5","0.036599393495765"
"Pitfall: The Lost Expedition","XB","2004","Platform","50","10","NA","NA","70","73","35","78","4","75.5","0.036599393495765"
"Batman: Arkham Knight","XOne","2015","Action","880","470","NA","140","1490","85","6","66","694","75.5","0.77904423298128"
"Driver: San Francisco","PC","2011","Racing","50","100","NA","30","180","80","NA","70","332","75","0.094112726131967"
"F1 2010","PC","2010","Racing","NA","50","NA","10","50","84","5","66","99","75","0.026142423925546"
"Need for Speed Carbon","PC","2006","Racing","NA","40","NA","10","50","78","7","72","249","75","0.026142423925546"
"Caesar IV","PC","2006","Strategy","NA","30","NA","10","40","74","32","76","43","75","0.020913939140437"
"The Night of the Rabbit","PC","2013","Adventure","NA","30","NA","NA","30","75","45","75","82","75","0.015685454355328"
"Transformers: Devastation","PC","2015","Action","NA","30","NA","NA","30","74","9","76","56","75","0.015685454355328"
"Resident Evil 4","PC","2007","Action","NA","20","NA","NA","30","76","5","74","242","75","0.015685454355328"
"Magicka","PC","2011","Role-Playing","NA","20","NA","10","30","74","44","76","602","75","0.015685454355328"
"Tycoon City: New York","PC","2006","Strategy","NA","20","NA","NA","20","67","30","83","4","75","0.010456969570219"
"Post Mortem","PC","2003","Adventure","NA","10","NA","NA","20","70","25","80","28","75","0.010456969570219"
"Call of Juarez","PC","2006","Shooter","NA","10","NA","NA","10","72","25","78","223","75","0.0052284847851093"
"Sega Rally Revo","PC","2007","Racing","NA","10","NA","NA","10","74","9","76","8","75","0.0052284847851093"
"The Simpsons Game","PS2","2007","Action","350","30","NA","1130","1510","68","NA","82","27","75","0.7895012025515"
"Rock Band","PS2","2008","Misc","710","60","NA","350","1110","82","8","68","3","75","0.58036181114713"
"Hot Shots Tennis","PS2","2006","Sports","170","130","550","50","900","70","44","80","8","75","0.47056363065983"
"Tak 2: The Staff of Dreams","PS2","2004","Platform","300","240","NA","80","620","70","30","80","NA","75","0.32416605667678"
"The Punisher","PS2","2005","Action","250","200","NA","70","520","68","44","82","56","75","0.27188120882568"
"Sled Storm","PS2","2002","Racing","220","170","NA","60","450","73","22","77","6","75","0.23528181532992"
"The Sims 2: Castaway","PS2","2007","Simulation","300","10","NA","50","370","70","7","80","5","75","0.19345393704904"
"College Hoops 2K6","PS2","2005","Sports","120","100","NA","30","250","77","4","73","6","75","0.13071211962773"
"Aliens versus Predator: Extinction","PS2","2003","Strategy","90","70","NA","20","190","66","7","84","30","75","0.099341210917076"
"Siren","PS2","2003","Adventure","90","70","NA","20","180","72","48","78","40","75","0.094112726131967"
"Makai Kingdom: Chronicles of the Sacred Tome","PS2","2005","Role-Playing","60","50","NA","20","120","77","40","73","2","75","0.062741817421311"
"Freestyle Metal X","PS2","2003","Racing","40","30","NA","10","90","67","25","83","7","75","0.047056363065983"
"Killer7","PS2","2005","Action","40","30","NA","10","90","70","39","80","36","75","0.047056363065983"
"God Hand","PS2","2006","Action","NA","NA","70","NA","70","73","48","77","65","75","0.036599393495765"
"Full Spectrum Warrior: Ten Hammers","PS2","2006","Strategy","30","20","NA","10","70","70","26","80","5","75","0.036599393495765"
"Gran Turismo 5 Prologue","PS3","2007","Racing","1280","1820","570","520","4190","80","67","70","20","75","2.1907351249608"
"Medal of Honor","PS3","2010","Shooter","1280","1040","70","420","2810","75","56","75","286","75","1.4692042246157"
"Diablo III","PS3","2013","Role-Playing","720","750","150","290","1910","86","43","64","557","75","0.99864059395587"
"FIFA Soccer 08","PS3","2007","Sports","350","1060","20","310","1750","80","28","70","47","75","0.91498483739412"
"Beyond: Two Souls","PS3","2013","Adventure","520","800","60","260","1630","70","98","80","2652","75","0.85224301997281"
"Dante's Inferno","PS3","2010","Action","640","280","40","130","1080","75","69","75","265","75","0.5646763567918"
"Top Spin 3","PS3","2008","Action","80","360","NA","120","570","75","36","75","20","75","0.29802363275123"
"Michael Jackson: The Experience","PS3","2011","Misc","250","190","NA","80","520","66","NA","84","6","75","0.27188120882568"
"College Hoops 2K7","PS3","2007","Sports","160","NA","NA","10","180","80","9","70","8","75","0.094112726131967"
"Tom Clancy's The Division","PS4","2016","Shooter","1350","1700","150","600","3800","80","64","70","2209","75","1.9868242183415"
"FIFA 14","PS4","2013","Sports","610","1850","110","440","3010","87","26","63","606","75","1.5737739203179"
"Overwatch","PS4","2016","Shooter","810","850","150","330","2140","90","30","60","358","75","1.1188957440134"
"NBA 2K14","PS4","2013","Sports","890","310","10","230","1450","85","20","65","368","75","0.75813029384084"
"LEGO Dimensions","PS4","2015","Action","240","370","NA","120","730","80","53","70","65","75","0.38167938931298"
"Toukiden Kiwami","PS4","2015","Action","50","70","20","20","170","74","35","76","74","75","0.088884241346858"
"Don Bradman Cricket 14","PS4","2015","Sports","10","90","NA","20","120","76","4","74","9","75","0.062741817421311"
"Eagle Flight","PS4","2016","Adventure","10","50","NA","10","70","72","30","78","22","75","0.036599393495765"
"Ride 2","PS4","2016","Racing","NA","40","NA","10","50","70","9","80","2","75","0.026142423925546"
"S̩bastien Loeb Rally Evo","PS4","2016","Racing","NA","40","NA","10","40","70","28","80","73","75","0.020913939140437"
"Call of Duty: Black Ops","X360","2010","Shooter","9700","3680","110","1130","14610","87","89","63","454","75","7.6388162710447"
"FIFA Soccer 13","X360","2012","Action","1090","3470","30","570","5160","90","48","60","403","75","2.6978981491164"
"Tekken 6","X360","2009","Fighting","710","410","50","120","1300","80","59","70","32","75","0.67970302206421"
"Prince of Persia","X360","2008","Action","540","340","20","100","1010","80","73","70","89","75","0.52807696329604"
"NCAA Football 10","X360","2009","Sports","870","NA","NA","70","940","83","26","67","37","75","0.49147756980027"
"Dante's Inferno","X360","2010","Action","630","200","20","70","920","73","70","77","224","75","0.48102060023005"
"NBA 2K8","X360","2007","Sports","790","NA","NA","70","850","80","33","70","28","75","0.44442120673429"
"Scene It? Box Office Smash","X360","2008","Misc","330","250","NA","70","650","76","32","74","25","75","0.3398515110321"
"Alice: Madness Returns","X360","2011","Adventure","270","140","40","40","500","70","67","80","57","75","0.26142423925546"
"Battlefield 2: Modern Combat","X360","2006","Shooter","350","20","10","30","410","77","54","73","79","75","0.21436787618948"
"Battlestations: Pacific","X360","2009","Strategy","170","110","10","30","320","76","48","74","40","75","0.1673115131235"
"NieR","X360","2010","Role-Playing","130","100","40","20","290","67","60","83","26","75","0.15162605876817"
"Gun","X360","2005","Shooter","240","10","NA","20","270","75","53","75","57","75","0.14116908919795"
"Deadly Premonition","X360","2010","Action","180","60","NA","20","260","68","39","82","332","75","0.13594060441284"
"Earth Defense Force: Insect Armageddon","X360","2011","Shooter","100","40","30","10","190","68","40","82","45","75","0.099341210917076"
"Warriors Orochi 3","X360","2011","Action","90","30","30","10","160","70","9","80","9","75","0.083655756561748"
"Project Sylpheed: Arc of Deception","X360","2006","Shooter","120","10","20","10","150","64","45","86","24","75","0.078427271776639"
"Blazing Angels 2: Secret Missions of WWII","X360","2007","Simulation","110","20","NA","10","140","72","24","78","2","75","0.07319878699153"
"Divinity II: The Dragon Knight Saga","X360","2010","Role-Playing","110","20","NA","10","130","72","3","78","50","75","0.067970302206421"
"Crash Bandicoot: The Wrath of Cortex","XB","2002","Platform","590","570","NA","70","1230","70","6","80","9","75","0.64310362856844"
"Counter-Strike","XB","2003","Shooter","850","230","NA","40","1110","74","38","76","50","75","0.58036181114713"
"Blinx: The Time Sweeper","XB","2002","Platform","390","150","NA","20","560","70","36","80","40","75","0.29279514796612"
"NBA Inside Drive 2003","XB","2002","Sports","230","70","NA","10","310","72","20","78","2","75","0.16208302833839"
"NHL 2004","XB","2003","Sports","130","40","NA","10","180","85","20","65","30","75","0.094112726131967"
"Arena Football","XB","2006","Sports","110","30","NA","10","150","65","7","85","NA","75","0.078427271776639"
"NFL Blitz 20-03","XB","2002","Sports","110","30","NA","10","140","72","2","78","4","75","0.07319878699153"
"Enclave","XB","2002","Adventure","110","30","NA","10","140","66","28","84","3","75","0.07319878699153"
"Quantum Redshift","XB","2002","Racing","90","30","NA","NA","130","70","20","80","5","75","0.067970302206421"
"Raze's Hell","XB","2005","Shooter","40","10","NA","NA","50","70","37","80","8","75","0.026142423925546"
"Obscure","XB","2004","Adventure","30","10","NA","NA","40","66","29","84","9","75","0.020913939140437"
"Steel Battalion: Line of Contact","XB","2004","Simulation","20","10","NA","NA","20","70","9","80","8","75","0.010456969570219"
"Fallout 4","XOne","2015","Role-Playing","2510","1320","10","380","4220","88","39","62","749","75","2.2064205793161"
"Titanfall","XOne","2014","Shooter","1840","800","40","270","2950","86","68","64","2658","75","1.5424030116072"
"Plants vs. Zombies: Garden Warfare","XOne","2014","Shooter","390","230","NA","60","690","76","65","74","438","75","0.36076545017254"
"Trials Fusion","XOne","2014","Racing","120","100","NA","20","240","80","28","70","58","75","0.12548363484262"
"Resident Evil: Revelations 2","XOne","2015","Action","70","20","NA","10","100","75","22","75","6","75","0.052284847851093"
"Assassin's Creed The Ezio Collection","XOne","2016","Action","30","40","NA","10","80","74","3","76","24","75","0.041827878280874"
"Football Manager 2016","PC","2015","Simulation","NA","330","NA","20","350","80","34","69","97","74.5","0.18299696747882"
"Batman: Arkham Origins","PC","2013","Action","130","160","NA","20","310","74","7","75","70","74.5","0.16208302833839"
"Hitman: Absolution","PC","2012","Action","30","170","NA","40","240","79","26","70","327","74.5","0.12548363484262"
"F1 2012","PC","2012","Racing","10","110","NA","20","150","80","5","69","5","74.5","0.078427271776639"
"Red Orchestra 2: Heroes of Stalingrad","PC","2011","Shooter","40","70","NA","20","140","76","49","73","729","74.5","0.07319878699153"
"Gray Matter","PC","2011","Adventure","20","50","NA","10","80","72","27","77","80","74.5","0.041827878280874"
"Pro Evolution Soccer 2013","PC","2012","Sports","NA","70","NA","10","80","80","8","69","82","74.5","0.041827878280874"
"Assassin's Creed: Rogue","PC","2015","Action","50","20","NA","10","80","74","25","75","362","74.5","0.041827878280874"
"Divinity II: Ego Draconis","PC","2009","Role-Playing","10","50","NA","10","70","72","43","77","25","74.5","0.036599393495765"
"Empire Earth II","PC","2005","Strategy","NA","30","NA","NA","30","79","39","70","89","74.5","0.015685454355328"
"The Last Remnant","PC","2009","Role-Playing","NA","10","NA","NA","10","66","23","83","240","74.5","0.0052284847851093"
"Battlestations: Midway","PC","2007","Strategy","NA","10","NA","NA","10","76","20","73","46","74.5","0.0052284847851093"
"Shinobi","PS2","2002","Platform","360","280","220","90","960","70","33","79","43","74.5","0.50193453937049"
"Disney's Chicken Little","PS2","2005","Platform","320","250","NA","80","650","60","20","89","7","74.5","0.3398515110321"
"Rayman Arena","PS2","2001","Racing","290","230","NA","80","600","63","NA","86","8","74.5","0.31370908710656"
"NCAA March Madness 07","PS2","2007","Sports","280","220","NA","70","560","63","9","86","7","74.5","0.29279514796612"
"Tales of Legendia","PS2","2005","Role-Playing","70","50","350","20","490","72","37","77","38","74.5","0.25619575447035"
"Godzilla: Save the Earth","PS2","2004","Fighting","230","180","NA","60","470","62","9","87","20","74.5","0.24573878490014"
"Brothers In Arms: Earned in Blood","PS2","2005","Shooter","380","10","NA","60","460","70","20","79","23","74.5","0.24051030011503"
"Van Helsing","PS2","2004","Action","220","170","NA","60","440","64","40","85","9","74.5","0.23005333054481"
"Way of the Samurai 2","PS2","2003","Action","50","40","230","10","330","59","32","90","24","74.5","0.17253999790861"
"Duel Masters","PS2","2004","Strategy","130","100","NA","30","270","66","20","83","6","74.5","0.14116908919795"
"Riding Spirits","PS2","2002","Racing","130","100","NA","30","260","59","4","90","7","74.5","0.13594060441284"
"RoadKill","PS2","2003","Action","80","70","NA","20","170","70","27","79","NA","74.5","0.088884241346858"
"Shining Force NEO","PS2","2005","Role-Playing","60","40","NA","10","110","69","2","80","20","74.5","0.057513332636202"
"Barnyard","PS2","2006","Action","50","40","NA","10","90","62","3","87","NA","74.5","0.047056363065983"
"Magic Pengel: The Quest for Color","PS2","2002","Role-Playing","40","30","NA","10","70","74","24","75","2","74.5","0.036599393495765"
"Pro Evolution Soccer 2013","PS3","2012","Sports","180","630","490","240","1530","82","37","67","46","74.5","0.79995817212172"
"Call of Duty 3","PS3","2006","Shooter","600","620","30","260","1500","80","43","69","92","74.5","0.78427271776639"
"Far Cry 2","PS3","2008","Action","430","690","10","260","1380","85","49","64","240","74.5","0.72153090034508"
"LEGO Star Wars III: The Clone Wars","PS3","2011","Action","520","460","NA","190","1160","76","36","73","34","74.5","0.60650423507268"
"WWE 2K14","PS3","2013","Sports","490","460","NA","190","1140","74","22","75","20","74.5","0.59604726550246"
" Tales of Xillia 2","PS3","2012","Role-Playing","200","120","450","70","840","70","59","79","206","74.5","0.43919272194918"
"NCAA Football 10","PS3","2009","Sports","750","NA","NA","60","810","80","20","69","4","74.5","0.42350726759385"
"Warriors Orochi 3","PS3","2011","Action","NA","40","570","10","620","70","7","79","35","74.5","0.32416605667678"
"Alice: Madness Returns","PS3","2011","Adventure","220","240","40","80","580","70","50","79","80","74.5","0.30325211753634"
"Kung Fu Panda","PS3","2008","Action","210","210","NA","90","510","76","23","73","8","74.5","0.26665272404057"
"R.U.S.E.","PS3","2010","Strategy","180","220","20","80","500","76","37","73","50","74.5","0.26142423925546"
"Spider-Man: Shattered Dimensions","PS3","2010","Action","260","120","NA","50","440","74","57","75","96","74.5","0.23005333054481"
"The BIGS","PS3","2007","Sports","150","NA","NA","10","160","77","9","72","2","74.5","0.083655756561748"
"Overlord: Raising Hell","PS3","2008","Action","70","30","NA","20","120","72","35","77","27","74.5","0.062741817421311"
"DuckTales: Remastered","PS3","2013","Action","10","30","NA","10","50","75","30","74","35","74.5","0.026142423925546"
"LittleBigPlanet 3","PS4","2014","Platform","660","930","10","310","1910","79","78","70","506","74.5","0.99864059395587"
"Project CARS","PS4","2015","Racing","200","700","20","160","1090","83","37","66","363","74.5","0.56990484157691"
"God Eater 2: Rage Burst","PS4","2015","Role-Playing","NA","10","90","NA","110","69","35","80","79","74.5","0.057513332636202"
"The Book of Unwritten Tales 2","PS4","2015","Adventure","NA","60","NA","10","70","63","9","86","7","74.5","0.036599393495765"
"Kung Fu Panda","X360","2008","Action","1910","840","NA","290","3040","75","42","74","32","74.5","0.35039996311579"
"Madden NFL 08","X360","2007","Sports","2180","10","NA","180","2370","85","46","64","8","74.5","0.2731736554554"
"Batman: Arkham Origins","X360","2013","Action","1150","560","NA","170","1880","74","46","75","685","74.5","0.21669471403214"
"Hitman: Absolution","X360","2012","Action","680","880","10","170","1730","79","50","70","453","74.5","0.19940524216787"
"Lost Planet: Extreme Condition","X360","2006","Shooter","1090","40","100","100","1340","79","76","70","87","74.5","0.15445261532078"
"WWE SmackDown vs. Raw 2009","X360","2008","Fighting","580","260","NA","80","920","79","47","70","34","74.5","0.10604209410083"
"Tom Clancy's EndWar","X360","2008","Strategy","580","240","10","90","910","77","63","72","53","74.5","0.10488946264321"
"Major League Baseball 2K7","X360","2007","Sports","670","NA","NA","60","720","79","30","70","34","74.5","0.082989464948477"
"NHL 13","X360","2012","Sports","510","100","NA","50","660","83","44","66","86","74.5","0.076073676202771"
"Tiger Woods PGA Tour 10","X360","2009","Sports","390","200","NA","60","650","80","50","69","20","74.5","0.074921044745153"
"Sega Rally Revo","X360","2007","Racing","120","280","NA","50","450","77","42","72","30","74.5","0.051868415592798"
"TimeShift","X360","2007","Shooter","360","20","NA","30","410","70","58","79","63","74.5","0.047257889762327"
"EA Sports MMA","X360","2010","Fighting","230","90","NA","20","350","79","63","70","55","74.5","0.040342101016621"
"Resident Evil: Revelations","X360","2013","Action","120","100","20","20","260","75","30","74","70","74.5","0.029968417898061"
"College Hoops 2K8","X360","2007","Sports","160","NA","NA","10","180","80","20","69","6","74.5","0.020747366237119"
"Universe at War: Earth Assault","X360","2008","Action","90","10","NA","10","100","66","44","83","57","74.5","0.011526314576177"
"Stoked: Big Air Edition","X360","2009","Sports","20","20","NA","NA","40","72","20","77","6","74.5","0.004610525830471"
"Medal of Honor: Frontline","XB","2002","Shooter","1000","430","NA","60","1490","80","8","69","23","74.5","0.17174208718504"
